Word :  gabriel 	 Frequency : 1
Word :  cmu 	 Frequency : 2
Word :  aprésla 	 Frequency : 1
Word :  vérouillés 	 Frequency : 1
Word :  zéro 	 Frequency : 1
Word :  létablissementdit 	 Frequency : 1
Word :  souhaité 	 Frequency : 70
Word :  continue 	 Frequency : 63
Word :  ldoit 	 Frequency : 1
Word :  gueneugues 	 Frequency : 1
Word :  15hventre 	 Frequency : 1
Word :  préférant 	 Frequency : 1
Word :  minterroge 	 Frequency : 1
Word :  irritesallo 	 Frequency : 1
Word :  soirangoisses 	 Frequency : 1
Word :  34x2 	 Frequency : 1
Word :  expectorations 	 Frequency : 2
Word :  bactrim 	 Frequency : 6
Word :  381 	 Frequency : 7
Word :  attacher 	 Frequency : 2
Word :  dirradiation 	 Frequency : 1
Word :  mensualité 	 Frequency : 1
Word :  edward 	 Frequency : 2
Word :  contrarie 	 Frequency : 6
Word :  midiavait 	 Frequency : 2
Word :  lhumalog 	 Frequency : 1
Word :  laboson 	 Frequency : 1
Word :  biologiealbumine 	 Frequency : 1
Word :  réminiscence 	 Frequency : 2
Word :  évacuateur!!! 	 Frequency : 1
Word :  larrêter 	 Frequency : 1
Word :  davis 	 Frequency : 6
Word :  cch 	 Frequency : 1
Word :  favorableprochain 	 Frequency : 1
Word :  chambrecusine 	 Frequency : 1
Word :  grippée 	 Frequency : 2
Word :  crachatspas 	 Frequency : 1
Word :  rendormiridem 	 Frequency : 1
Word :  visageprotocole 	 Frequency : 1
Word :  dorinne 	 Frequency : 1
Word :  coco 	 Frequency : 1
Word :  venire 	 Frequency : 1
Word :  largeen 	 Frequency : 1
Word :  hydratationrecouchée 	 Frequency : 1
Word :  rgb239 	 Frequency : 36
Word :  prochains 	 Frequency : 17
Word :  grenouillères 	 Frequency : 2
Word :  deçue 	 Frequency : 1
Word :  restéeen 	 Frequency : 1
Word :  idecindicateur 	 Frequency : 1
Word :  aile 	 Frequency : 32
Word :  12h47valeur 	 Frequency : 1
Word :  restauranta 	 Frequency : 1
Word :  jourun 	 Frequency : 3
Word :  séchecheveuxil 	 Frequency : 1
Word :  lattend 	 Frequency : 3
Word :  bandespan 	 Frequency : 1
Word :  atcd 	 Frequency : 15
Word :  désorganiser 	 Frequency : 1
Word :  déplu 	 Frequency : 1
Word :  stockpour 	 Frequency : 1
Word :  diabete 	 Frequency : 3
Word :  ambulanceles 	 Frequency : 1
Word :  brouwerselle 	 Frequency : 1
Word :  jaunetype 	 Frequency : 2
Word :  bisch 	 Frequency : 1
Word :  88min 	 Frequency : 2
Word :  écrasant 	 Frequency : 1
Word :  060 	 Frequency : 1
Word :  déménagements 	 Frequency : 1
Word :  365fin 	 Frequency : 3
Word :  sossos 	 Frequency : 1
Word :  lactivité 	 Frequency : 42
Word :  prière 	 Frequency : 2
Word :  nuitsur 	 Frequency : 1
Word :  gazeuse 	 Frequency : 5
Word :  faitrenouvellement 	 Frequency : 1
Word :  agissements 	 Frequency : 2
Word :  recontacterons 	 Frequency : 2
Word :  cepa 	 Frequency : 1
Word :  salonna 	 Frequency : 1
Word :  lavaursoeur 	 Frequency : 1
Word :  tète 	 Frequency : 1
Word :  retrouvepneumopathie 	 Frequency : 1
Word :  chasse 	 Frequency : 8
Word :  148puls 	 Frequency : 2
Word :  avisdésorientation 	 Frequency : 1
Word :  10556 	 Frequency : 1
Word :  nentendais 	 Frequency : 1
Word :  entretenir 	 Frequency : 7
Word :  do 	 Frequency : 10
Word :  attablée 	 Frequency : 1
Word :  réclamemerci 	 Frequency : 1
Word :  sioir 	 Frequency : 1
Word :  précedent 	 Frequency : 3
Word :  decembreorthophoniste 	 Frequency : 1
Word :  saignemants 	 Frequency : 1
Word :  revois 	 Frequency : 5
Word :  annick 	 Frequency : 16
Word :  demiassisesurveiller 	 Frequency : 1
Word :  sortirsénerve 	 Frequency : 1
Word :  affolé 	 Frequency : 1
Word :  lex 	 Frequency : 2
Word :  nindique 	 Frequency : 1
Word :  gênepouls 	 Frequency : 1
Word :  17h45type 	 Frequency : 1
Word :  intimesmédecin 	 Frequency : 1
Word :  neurochirurgien 	 Frequency : 1
Word :  empêcher 	 Frequency : 3
Word :  prelevment 	 Frequency : 2
Word :  stylecolor000evs 	 Frequency : 1
Word :  queue 	 Frequency : 3
Word :  viennoiserie 	 Frequency : 1
Word :  letat 	 Frequency : 8
Word :  lintaller 	 Frequency : 1
Word :  dîneril 	 Frequency : 1
Word :  lents 	 Frequency : 1
Word :  passées 	 Frequency : 10
Word :  donnélide 	 Frequency : 1
Word :  bouzon 	 Frequency : 1
Word :  voglerhypoaccousie 	 Frequency : 1
Word :  nuitapprehension 	 Frequency : 1
Word :  15joursvoit 	 Frequency : 1
Word :  sortirfaire 	 Frequency : 1
Word :  constructive 	 Frequency : 3
Word :  dejdort 	 Frequency : 1
Word :  vivremme 	 Frequency : 1
Word :  quelqun 	 Frequency : 2
Word :  médecinà 	 Frequency : 1
Word :  chausséene 	 Frequency : 1
Word :  17h15discution 	 Frequency : 1
Word :  gênant 	 Frequency : 3
Word :  pujol 	 Frequency : 2
Word :  casbon 	 Frequency : 1
Word :  127pouls56sat97dextro 	 Frequency : 1
Word :  pertubée 	 Frequency : 10
Word :  pédicuriecrevasses 	 Frequency : 1
Word :  converger 	 Frequency : 1
Word :  voici 	 Frequency : 2
Word :  chsffamille 	 Frequency : 1
Word :  rhinnorrhée 	 Frequency : 1
Word :  laillant 	 Frequency : 1
Word :  toilettetrès 	 Frequency : 1
Word :  entrainer 	 Frequency : 1
Word :  barrièreou 	 Frequency : 1
Word :  radiographie 	 Frequency : 6
Word :  secondaires 	 Frequency : 4
Word :  etait 	 Frequency : 312
Word :  mourirrassure 	 Frequency : 1
Word :  midisoir 	 Frequency : 1
Word :  aerius 	 Frequency : 2
Word :  droitprescription 	 Frequency : 2
Word :  gouté 	 Frequency : 7
Word :  matinvoulait 	 Frequency : 1
Word :  384donné 	 Frequency : 1
Word :  medica 	 Frequency : 1
Word :  biensur 	 Frequency : 1
Word :  9h3o 	 Frequency : 1
Word :  pédicure! 	 Frequency : 1
Word :  fixetenter 	 Frequency : 1
Word :  décriture 	 Frequency : 2
Word :  idesa 	 Frequency : 1
Word :  solsa 	 Frequency : 1
Word :  explicitant 	 Frequency : 1
Word :  transipeg 	 Frequency : 22
Word :  confus 	 Frequency : 11
Word :  bdjemaa 	 Frequency : 1
Word :  prescriptionreceuil 	 Frequency : 1
Word :  placeappel 	 Frequency : 1
Word :  mallevillero 	 Frequency : 2
Word :  secondaire1 	 Frequency : 1
Word :  20mm 	 Frequency : 1
Word :  evanno 	 Frequency : 1
Word :  lentourer 	 Frequency : 3
Word :  pullsouspull 	 Frequency : 1
Word :  rappel78 	 Frequency : 1
Word :  cotriatecparacétamol 	 Frequency : 1
Word :  aissellefonx 	 Frequency : 1
Word :  mycostersi 	 Frequency : 1
Word :  gendreavait 	 Frequency : 1
Word :  couloirla 	 Frequency : 1
Word :  vaines 	 Frequency : 1
Word :  bénir 	 Frequency : 1
Word :  12h30traitement 	 Frequency : 1
Word :  ciblés 	 Frequency : 1
Word :  fessesne 	 Frequency : 2
Word :  mixémangera 	 Frequency : 1
Word :  eupantol 	 Frequency : 1
Word :  kinésithérapieelle 	 Frequency : 1
Word :  mediumpersistance 	 Frequency : 1
Word :  lhabillagedéshabillage 	 Frequency : 2
Word :  ouverturefermeture 	 Frequency : 1
Word :  1927 	 Frequency : 1
Word :  moidifficile 	 Frequency : 1
Word :  indéfiniment 	 Frequency : 1
Word :  partout 	 Frequency : 117
Word :  chantal 	 Frequency : 9
Word :  voirreprendre 	 Frequency : 1
Word :  réclamation 	 Frequency : 3
Word :  financièrespan 	 Frequency : 1
Word :  treillelit 	 Frequency : 1
Word :  majorée 	 Frequency : 10
Word :  olui 	 Frequency : 1
Word :  ponctuelle 	 Frequency : 2
Word :  crispeen 	 Frequency : 1
Word :  n2maintien 	 Frequency : 1
Word :  16h00prévoir 	 Frequency : 1
Word :  fuyante 	 Frequency : 1
Word :  secrétaire 	 Frequency : 33
Word :  irreg 	 Frequency : 1
Word :  immergé 	 Frequency : 1
Word :  deltoîde 	 Frequency : 1
Word :  courrant 	 Frequency : 2
Word :  handistan 	 Frequency : 2
Word :  mon 	 Frequency : 314
Word :  aplliquait 	 Frequency : 1
Word :  létagea 	 Frequency : 1
Word :  repasna 	 Frequency : 1
Word :  famillespan 	 Frequency : 2
Word :  apyrétiquea 	 Frequency : 4
Word :  50gtt 	 Frequency : 2
Word :  mexprime 	 Frequency : 1
Word :  mds 	 Frequency : 5
Word :  enchambre 	 Frequency : 1
Word :  255dr 	 Frequency : 1
Word :  percédermabrasionpansement 	 Frequency : 1
Word :  lemmèneramise 	 Frequency : 1
Word :  durent 	 Frequency : 1
Word :  raporter 	 Frequency : 1
Word :  prescriptionlide 	 Frequency : 1
Word :  déccourrier 	 Frequency : 1
Word :  bilbeau 	 Frequency : 1
Word :  plaisanter 	 Frequency : 3
Word :  2015 	 Frequency : 62
Word :  descendu 	 Frequency : 66
Word :  14h38 	 Frequency : 4
Word :  moinsrepas 	 Frequency : 2
Word :  obligation 	 Frequency : 2
Word :  til 	 Frequency : 12
Word :  hospile 	 Frequency : 1
Word :  souscutimmugriplot 	 Frequency : 2
Word :  suuporte 	 Frequency : 1
Word :  13h30absent 	 Frequency : 1
Word :  18h20quantité 	 Frequency : 5
Word :  16ha 	 Frequency : 2
Word :  soirfait 	 Frequency : 1
Word :  jourfavoriser 	 Frequency : 1
Word :  tableauxconcernant 	 Frequency : 1
Word :  11h15 	 Frequency : 11
Word :  questionnée 	 Frequency : 2
Word :  pronostic 	 Frequency : 1
Word :  rééduc 	 Frequency : 2
Word :  fatiguésuite 	 Frequency : 1
Word :  reçuessai 	 Frequency : 1
Word :  vaacin 	 Frequency : 1
Word :  fillesdépart 	 Frequency : 1
Word :  hauteurcirconstances 	 Frequency : 65
Word :  pasplaie 	 Frequency : 1
Word :  jrsecbu 	 Frequency : 1
Word :  rienlaisser 	 Frequency : 1
Word :  informéefeuille 	 Frequency : 1
Word :  ouest 	 Frequency : 1
Word :  noëlm 	 Frequency : 1
Word :  angoisséebesoin 	 Frequency : 1
Word :  membêtes 	 Frequency : 1
Word :  18h45 	 Frequency : 2
Word :  évoqués 	 Frequency : 3
Word :  lundicuisine 	 Frequency : 1
Word :  annoncé 	 Frequency : 4
Word :  avisera 	 Frequency : 2
Word :  nuitsoins 	 Frequency : 1
Word :  pharyngite 	 Frequency : 1
Word :  pneumologie 	 Frequency : 7
Word :  vesicallieu 	 Frequency : 1
Word :  poul 	 Frequency : 4
Word :  cremeline 	 Frequency : 1
Word :  boldfontsize 	 Frequency : 1
Word :  relations 	 Frequency : 11
Word :  postérioriser 	 Frequency : 1
Word :  modernes 	 Frequency : 1
Word :  repondait 	 Frequency : 1
Word :  pailles 	 Frequency : 3
Word :  animations 	 Frequency : 116
Word :  marinov 	 Frequency : 1
Word :  mr 	 Frequency : 1439
Word :  secreteriat 	 Frequency : 1
Word :  opressée 	 Frequency : 2
Word :  os 	 Frequency : 24
Word :  glà 	 Frequency : 1
Word :  chuteantecedants 	 Frequency : 1
Word :  meteorisme 	 Frequency : 2
Word :  71autres 	 Frequency : 1
Word :  gtts 	 Frequency : 2
Word :  alsace 	 Frequency : 1
Word :  sassier 	 Frequency : 9
Word :  lagressivitéeléments 	 Frequency : 1
Word :  soiru 	 Frequency : 1
Word :  74tre 	 Frequency : 2
Word :  debuter 	 Frequency : 5
Word :  raté 	 Frequency : 1
Word :  pensée 	 Frequency : 6
Word :  17h45span 	 Frequency : 1
Word :  ramener 	 Frequency : 36
Word :  auparavent 	 Frequency : 1
Word :  geliféetemps 	 Frequency : 1
Word :  couronnes 	 Frequency : 2
Word :  touxapyretique 	 Frequency : 1
Word :  1212dafalgan 	 Frequency : 1
Word :  formateur 	 Frequency : 2
Word :  départs 	 Frequency : 1
Word :  clonies 	 Frequency : 1
Word :  portés 	 Frequency : 1
Word :  explicxation 	 Frequency : 1
Word :  trouvée 	 Frequency : 34
Word :  guerisonspan 	 Frequency : 1
Word :  cystitesa 	 Frequency : 1
Word :  hdt 	 Frequency : 1
Word :  6h45plus 	 Frequency : 1
Word :  17h43hospitalisation 	 Frequency : 1
Word :  grele 	 Frequency : 1
Word :  autonomie 	 Frequency : 61
Word :  romenteau 	 Frequency : 1
Word :  acusse 	 Frequency : 1
Word :  madamej 	 Frequency : 2
Word :  inadaptécommentaire 	 Frequency : 1
Word :  le1612 	 Frequency : 1
Word :  patrie 	 Frequency : 1
Word :  élisabeth 	 Frequency : 1
Word :  paracétamolmais 	 Frequency : 1
Word :  paralysés 	 Frequency : 1
Word :  bandelette 	 Frequency : 17
Word :  pensionnaires 	 Frequency : 1
Word :  mettant 	 Frequency : 21
Word :  incisive 	 Frequency : 2
Word :  donnent 	 Frequency : 2
Word :  créent 	 Frequency : 1
Word :  fenêtrespeut 	 Frequency : 1
Word :  15785 	 Frequency : 1
Word :  sombres 	 Frequency : 1
Word :  erysipèle 	 Frequency : 1
Word :  fousse 	 Frequency : 1
Word :  multinodulaires 	 Frequency : 1
Word :  amand 	 Frequency : 1
Word :  patienteil 	 Frequency : 2
Word :  demandéta 	 Frequency : 1
Word :  habilité 	 Frequency : 2
Word :  concernéesmme 	 Frequency : 1
Word :  mulo 	 Frequency : 5
Word :  hémorroïdes 	 Frequency : 5
Word :  2fois 	 Frequency : 9
Word :  donnaita 	 Frequency : 1
Word :  xsmallretrouver 	 Frequency : 1
Word :  broquet_20140205145846pdf 	 Frequency : 1
Word :  via 	 Frequency : 12
Word :  fièvrespan 	 Frequency : 1
Word :  renfermée 	 Frequency : 5
Word :  leroch 	 Frequency : 1
Word :  kinéhumeur 	 Frequency : 1
Word :  136continuer 	 Frequency : 1
Word :  ellese 	 Frequency : 1
Word :  refection 	 Frequency : 68
Word :  cicatrisé 	 Frequency : 5
Word :  provenait 	 Frequency : 2
Word :  omi 	 Frequency : 18
Word :  8h30sensation 	 Frequency : 1
Word :  aujourdhuitres 	 Frequency : 1
Word :  feulle 	 Frequency : 1
Word :  sastre 	 Frequency : 1
Word :  trempé 	 Frequency : 35
Word :  viennent 	 Frequency : 28
Word :  abdominalmycoses 	 Frequency : 1
Word :  16h28type 	 Frequency : 1
Word :  engendre 	 Frequency : 3
Word :  leffeleurais 	 Frequency : 1
Word :  prévot 	 Frequency : 1
Word :  mariée 	 Frequency : 5
Word :  tttsi 	 Frequency : 1
Word :  mmeguérin 	 Frequency : 1
Word :  16012015 	 Frequency : 1
Word :  mitral 	 Frequency : 1
Word :  psychologiques 	 Frequency : 2
Word :  normalmarche 	 Frequency : 1
Word :  conne 	 Frequency : 1
Word :  ageactivitees 	 Frequency : 1
Word :  nebikadistribution 	 Frequency : 1
Word :  financieret 	 Frequency : 1
Word :  nuitrisque 	 Frequency : 1
Word :  telle 	 Frequency : 11
Word :  17kgs 	 Frequency : 1
Word :  syndactylie 	 Frequency : 1
Word :  facies 	 Frequency : 4
Word :  embéter 	 Frequency : 1
Word :  ta136 	 Frequency : 1
Word :  14785 	 Frequency : 1
Word :  voldit 	 Frequency : 1
Word :  noter 	 Frequency : 72
Word :  funghizone 	 Frequency : 1
Word :  replaint 	 Frequency : 1
Word :  seinsjai 	 Frequency : 1
Word :  cataractenouveau 	 Frequency : 1
Word :  coagulationappel 	 Frequency : 1
Word :  dadaptationhumeur 	 Frequency : 2
Word :  madane 	 Frequency : 1
Word :  douchemanque 	 Frequency : 1
Word :  émission 	 Frequency : 2
Word :  adéquatelhumeur 	 Frequency : 1
Word :  quavec 	 Frequency : 8
Word :  40min 	 Frequency : 1
Word :  fraisne 	 Frequency : 1
Word :  appelés 	 Frequency : 2
Word :  idem 	 Frequency : 103
Word :  avenante 	 Frequency : 1
Word :  sonnépourrait 	 Frequency : 1
Word :  capacités 	 Frequency : 62
Word :  brillardjai 	 Frequency : 1
Word :  368allo 	 Frequency : 1
Word :  secours 	 Frequency : 22
Word :  évènement 	 Frequency : 7
Word :  kétum 	 Frequency : 1
Word :  10h42type 	 Frequency : 1
Word :  07h40lieu 	 Frequency : 1
Word :  sylvieraison 	 Frequency : 1
Word :  amas 	 Frequency : 1
Word :  soritr 	 Frequency : 1
Word :  manipulationdurogésic 	 Frequency : 1
Word :  avcdans 	 Frequency : 1
Word :  croiserait 	 Frequency : 1
Word :  ordoextremement 	 Frequency : 1
Word :  022h30 	 Frequency : 1
Word :  224 	 Frequency : 2
Word :  remlaçant 	 Frequency : 2
Word :  matintien 	 Frequency : 1
Word :  mediumtrés 	 Frequency : 1
Word :  sentende 	 Frequency : 1
Word :  vientson 	 Frequency : 1
Word :  douquerroux 	 Frequency : 1
Word :  dûes 	 Frequency : 1
Word :  pleuré 	 Frequency : 28
Word :  confrontation 	 Frequency : 2
Word :  lécole 	 Frequency : 8
Word :  lélève 	 Frequency : 1
Word :  hierce 	 Frequency : 1
Word :  15mnapprécie 	 Frequency : 1
Word :  jac 	 Frequency : 1
Word :  abondamment 	 Frequency : 1
Word :  prisesventre 	 Frequency : 1
Word :  galien 	 Frequency : 5
Word :  placepour 	 Frequency : 1
Word :  cahntait 	 Frequency : 1
Word :  leneindre 	 Frequency : 2
Word :  loei 	 Frequency : 1
Word :  sentant 	 Frequency : 3
Word :  sollicitations 	 Frequency : 10
Word :  sejourmm 	 Frequency : 1
Word :  michauxfiche 	 Frequency : 1
Word :  gonfle 	 Frequency : 5
Word :  synovialrupture 	 Frequency : 1
Word :  lamenant 	 Frequency : 2
Word :  laurie 	 Frequency : 3
Word :  23mme 	 Frequency : 1
Word :  tttloxen168repris 	 Frequency : 1
Word :  anglaise 	 Frequency : 1
Word :  géodes 	 Frequency : 1
Word :  stylecolorc7005kg 	 Frequency : 1
Word :  matinvu 	 Frequency : 2
Word :  absentpresence 	 Frequency : 1
Word :  vécue 	 Frequency : 4
Word :  mandalas!beaucoup 	 Frequency : 1
Word :  complettrés 	 Frequency : 1
Word :  calés 	 Frequency : 2
Word :  samedi 	 Frequency : 116
Word :  fêter 	 Frequency : 8
Word :  optiques 	 Frequency : 1
Word :  pasnous 	 Frequency : 2
Word :  triflucan 	 Frequency : 2
Word :  ellemaladie 	 Frequency : 1
Word :  mêtre 	 Frequency : 1
Word :  74 	 Frequency : 10
Word :  ½globalement 	 Frequency : 1
Word :  magne 	 Frequency : 3
Word :  dans 	 Frequency : 4901
Word :  articulairecourrier 	 Frequency : 1
Word :  derrère 	 Frequency : 1
Word :  repasechange 	 Frequency : 1
Word :  pouver 	 Frequency : 1
Word :  handicaps 	 Frequency : 1
Word :  devié 	 Frequency : 1
Word :  passemais 	 Frequency : 1
Word :  essuyé 	 Frequency : 4
Word :  appelerai 	 Frequency : 1
Word :  pochettes 	 Frequency : 1
Word :  déficite 	 Frequency : 1
Word :  129pls 	 Frequency : 1
Word :  changementbilan 	 Frequency : 1
Word :  buchardpas 	 Frequency : 1
Word :  367a 	 Frequency : 1
Word :  3h15 	 Frequency : 5
Word :  dand 	 Frequency : 1
Word :  incollables 	 Frequency : 4
Word :  4tr 	 Frequency : 3
Word :  droiteelle 	 Frequency : 3
Word :  rapproche 	 Frequency : 2
Word :  precision 	 Frequency : 2
Word :  arranger 	 Frequency : 2
Word :  placece 	 Frequency : 1
Word :  largematin 	 Frequency : 1
Word :  faitpar 	 Frequency : 2
Word :  cheuveux 	 Frequency : 5
Word :  reassureereorientee 	 Frequency : 1
Word :  financières 	 Frequency : 1
Word :  écoutée 	 Frequency : 3
Word :  tâches 	 Frequency : 11
Word :  recettesdans 	 Frequency : 1
Word :  indiquons 	 Frequency : 2
Word :  damitié 	 Frequency : 1
Word :  hancheconcernant 	 Frequency : 1
Word :  bodin 	 Frequency : 29
Word :  nuitsurveillance 	 Frequency : 3
Word :  sirrite 	 Frequency : 1
Word :  stups 	 Frequency : 1
Word :  laboratoirefaites 	 Frequency : 4
Word :  micromoll 	 Frequency : 1
Word :  radieuse 	 Frequency : 3
Word :  bipodal 	 Frequency : 2
Word :  matinrodemande 	 Frequency : 1
Word :  sterilux 	 Frequency : 1
Word :  pence 	 Frequency : 1
Word :  roamelioration 	 Frequency : 1
Word :  joubert 	 Frequency : 5
Word :  matinme 	 Frequency : 3
Word :  peaucoloration 	 Frequency : 1
Word :  poux 	 Frequency : 3
Word :  dycinone 	 Frequency : 1
Word :  487 	 Frequency : 1
Word :  urinerpas 	 Frequency : 1
Word :  gonfledr 	 Frequency : 1
Word :  avachi 	 Frequency : 1
Word :  jourrenouvellement 	 Frequency : 6
Word :  nöel 	 Frequency : 6
Word :  sudouest 	 Frequency : 1
Word :  touchéebas 	 Frequency : 1
Word :  narrive 	 Frequency : 93
Word :  vaccinee 	 Frequency : 3
Word :  asm 	 Frequency : 2
Word :  abdomen 	 Frequency : 31
Word :  angoissante 	 Frequency : 1
Word :  nauséeusea 	 Frequency : 1
Word :  12h51hrtheralene 	 Frequency : 1
Word :  linterieur 	 Frequency : 5
Word :  cholostase 	 Frequency : 1
Word :  physiquedouche 	 Frequency : 1
Word :  colopathie 	 Frequency : 2
Word :  minuitcomme 	 Frequency : 1
Word :  ecosaise 	 Frequency : 1
Word :  hauteurtempérature 	 Frequency : 1
Word :  concluons 	 Frequency : 1
Word :  épaise 	 Frequency : 1
Word :  ta178pouls84temp371est 	 Frequency : 1
Word :  chaisechaussage 	 Frequency : 1
Word :  productive 	 Frequency : 8
Word :  00h50tension 	 Frequency : 1
Word :  geré 	 Frequency : 2
Word :  378pas 	 Frequency : 1
Word :  envoie 	 Frequency : 18
Word :  douleurrassurer 	 Frequency : 1
Word :  mayeras 	 Frequency : 1
Word :  crêmeta 	 Frequency : 1
Word :  jlemmerde 	 Frequency : 1
Word :  tttquelques 	 Frequency : 1
Word :  midis 	 Frequency : 7
Word :  11347sat 	 Frequency : 1
Word :  cutanéé 	 Frequency : 1
Word :  gillant 	 Frequency : 1
Word :  réhausseur 	 Frequency : 1
Word :  lordole 	 Frequency : 1
Word :  fluidea 	 Frequency : 1
Word :  prédominante 	 Frequency : 1
